locus_id	gen_contig_id	gen_contig_start	gen_contig_stop	strand	out_seq_id	out_seq_start	out_seq_stop	pct_locus	overhangs	product
JEDLFLNC_00177	contig-10000000	11656	11973	+	S_Typhimurium_ST313_AGEnt_accessory_0004_length_12921	11656	11973	100.00	0,0	putative bacteriophage protein
JEDLFLNC_00178	contig-10000000	12416	12655	-	S_Typhimurium_ST313_AGEnt_accessory_0004_length_12921	12416	12655	100.00	0,0	hypothetical protein
JEDLFLNC_00895	contig-100000000	746	754	+	S_Typhimurium_ST313_AGEnt_accessory_0005_length_110	1	9	1.29	687,0	putative membrane protein
JEDLFLNC_00897	contig-100000000	2388	2429	+	S_Typhimurium_ST313_AGEnt_accessory_0006_length_188	1	42	5.62	705,0	hypothetical protein
JEDLFLNC_03072	contig-100000001	463	1189	+	S_Typhimurium_ST313_AGEnt_accessory_0008_length_727	1	727	20.77	371,2403	putative exported protein
JEDLFLNC_02161	contig-1000001	11	1639	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	11	1639	100.00	0,0	Protein TraC
JEDLFLNC_02162	contig-1000001	1614	2000	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	1614	2000	100.00	0,0	hypothetical protein
JEDLFLNC_02163	contig-1000001	1997	2629	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	1997	2629	100.00	0,0	hypothetical protein
JEDLFLNC_02164	contig-1000001	2626	3618	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	2626	3618	100.00	0,0	hypothetical protein
JEDLFLNC_02165	contig-1000001	3643	3945	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	3643	3945	100.00	0,0	hypothetical protein
JEDLFLNC_02166	contig-1000001	3930	4568	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	3930	4568	100.00	0,0	hypothetical protein
JEDLFLNC_02167	contig-1000001	4605	5024	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	4605	5024	100.00	0,0	hypothetical protein
JEDLFLNC_02168	contig-1000001	5021	6847	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	5021	6847	100.00	0,0	hypothetical protein
JEDLFLNC_02169	contig-1000001	6858	7073	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	6858	7073	100.00	0,0	hypothetical protein
JEDLFLNC_02170	contig-1000001	7082	7834	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	7082	7834	100.00	0,0	hypothetical protein
JEDLFLNC_02171	contig-1000001	8048	8341	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	8048	8341	100.00	0,0	Protein TraQ
JEDLFLNC_02172	contig-1000001	8328	8876	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	8328	8876	100.00	0,0	hypothetical protein
JEDLFLNC_02173	contig-1000001	8866	10248	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	8866	10248	100.00	0,0	hypothetical protein
JEDLFLNC_02174	contig-1000001	10245	13067	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	10245	13067	100.00	0,0	hypothetical protein
JEDLFLNC_02175	contig-1000001	13089	13577	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	13089	13577	100.00	0,0	hypothetical protein
JEDLFLNC_02176	contig-1000001	13619	14344	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	13619	14344	100.00	0,0	Lipoprotein YlpA
JEDLFLNC_02177	contig-1000001	14721	16883	+	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	14721	16883	100.00	0,0	Coupling protein TraD
JEDLFLNC_02178	contig-1000001	16892	17290	-	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	16892	17290	100.00	0,0	hypothetical protein (assiciated with virulence)
JEDLFLNC_02179	contig-1000001	17290	17517	-	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	17290	17517	100.00	0,0	hypothetical protein (assiciated with virulence)
JEDLFLNC_02180	contig-1000001	17989	18399	-	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	17989	18399	100.00	0,0	hypothetical protein
JEDLFLNC_02181	contig-1000001	20614	21435	-	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	20614	21435	100.00	0,0	hypothetical protein
JEDLFLNC_02182	contig-1000001	21709	21987	-	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	21709	21987	100.00	0,0	hypothetical protein
JEDLFLNC_02183	contig-1000001	21936	22754	-	S_Typhimurium_ST313_AGEnt_accessory_0011_length_22854	21936	22754	100.00	0,0	hypothetical protein
JEDLFLNC_00907	contig-102000000	1175	1374	+	S_Typhimurium_ST313_AGEnt_accessory_0013_length_219	1	200	23.23	661,0	pyridoxamine kinase (ec 2.7.1.35) (pm kinase)
JEDLFLNC_00912	contig-102000000	3291	3490	-	S_Typhimurium_ST313_AGEnt_accessory_0014_length_219	20	219	23.23	0,661	pyridoxamine kinase (ec 2.7.1.35) (pm kinase)
JEDLFLNC_03085	contig-102000001	178	2817	-	S_Typhimurium_ST313_AGEnt_accessory_0015_length_8046	178	2817	100.00	0,0	hypothetical protein
JEDLFLNC_03086	contig-102000001	3185	4087	+	S_Typhimurium_ST313_AGEnt_accessory_0015_length_8046	3185	4087	100.00	0,0	hypothetical protein
JEDLFLNC_03087	contig-102000001	4074	4898	+	S_Typhimurium_ST313_AGEnt_accessory_0015_length_8046	4074	4898	100.00	0,0	hypothetical protein
JEDLFLNC_03088	contig-102000001	4895	5389	+	S_Typhimurium_ST313_AGEnt_accessory_0015_length_8046	4895	5389	100.00	0,0	hypothetical protein
JEDLFLNC_03089	contig-102000001	5405	7288	+	S_Typhimurium_ST313_AGEnt_accessory_0015_length_8046	5405	7288	100.00	0,0	hypothetical protein
JEDLFLNC_00920	contig-104000000	143	322	-	S_Typhimurium_ST313_AGEnt_accessory_0018_length_6665	143	322	100.00	0,0	hypothetical protein
JEDLFLNC_00921	contig-104000000	359	1795	+	S_Typhimurium_ST313_AGEnt_accessory_0018_length_6665	359	1795	100.00	0,0	myo-inositol transport
JEDLFLNC_00922	contig-104000000	2148	2957	-	S_Typhimurium_ST313_AGEnt_accessory_0018_length_6665	2148	2957	100.00	0,0	Myo-inositol metabolism
JEDLFLNC_00923	contig-104000000	2982	4487	-	S_Typhimurium_ST313_AGEnt_accessory_0018_length_6665	2982	4487	100.00	0,0	Myo-inositol metabolism
JEDLFLNC_00924	contig-104000000	4878	5753	+	S_Typhimurium_ST313_AGEnt_accessory_0018_length_6665	4878	5753	100.00	0,0	putative DNA-binding protein
JEDLFLNC_03096	contig-104000001	1	1131	+	S_Typhimurium_ST313_AGEnt_accessory_0019_length_4634	1	1131	100.00	0,0	hypothetical protein
JEDLFLNC_03097	contig-104000001	1147	2067	+	S_Typhimurium_ST313_AGEnt_accessory_0019_length_4634	1147	2067	100.00	0,0	putative nucleoside hydrolase (IUNH family)
JEDLFLNC_03098	contig-104000001	2089	2775	-	S_Typhimurium_ST313_AGEnt_accessory_0019_length_4634	2089	2775	100.00	0,0	transcriptional regulatory protein
JEDLFLNC_03099	contig-104000001	2777	4435	-	S_Typhimurium_ST313_AGEnt_accessory_0019_length_4634	2777	4435	100.00	0,0	two-component sensor kinase
JEDLFLNC_00944	contig-108000000	3636	4208	-	S_Typhimurium_ST313_AGEnt_accessory_0021_length_909	37	609	100.00	0,0	putative fimbrial protein
JEDLFLNC_00945	contig-108000000	4205	4471	-	S_Typhimurium_ST313_AGEnt_accessory_0021_length_909	606	872	100.00	0,0	fimbrial usher protein
JEDLFLNC_03114	contig-108000001	103	870	+	S_Typhimurium_ST313_AGEnt_accessory_0022_length_6309	103	870	100.00	0,0	alcohol dehydrogenase class III (ec 1.1.1.1) (glutathione-dependent formaldehyde dehydrogenase) (ec 1.2.1.1) (fdh) (faldh)
JEDLFLNC_03115	contig-108000001	1039	2664	+	S_Typhimurium_ST313_AGEnt_accessory_0022_length_6309	1039	2664	100.00	0,0	methyl-accepting chemotaxis protein III (mcp-iii) (ribose and galactose chemoreceptor protein)
JEDLFLNC_03116	contig-108000001	2725	3648	-	S_Typhimurium_ST313_AGEnt_accessory_0022_length_6309	2725	3648	100.00	0,0	putative LysR-family transcriptional regulatory protein
JEDLFLNC_03117	contig-108000001	3941	5284	+	S_Typhimurium_ST313_AGEnt_accessory_0022_length_6309	3941	5284	100.00	0,0	hypothetical protein
JEDLFLNC_03118	contig-108000001	5333	6309	+	S_Typhimurium_ST313_AGEnt_accessory_0022_length_6309	5333	6309	64.74	0,532	putative esterase
JEDLFLNC_03122	contig-110000001	721	976	+	S_Typhimurium_ST313_AGEnt_accessory_0024_length_256	1	256	21.12	479,477	flagellar hook protein FlgE
JEDLFLNC_02335	contig-11000001	3876	4274	-	S_Typhimurium_ST313_AGEnt_accessory_0025_length_2550	130	528	100.00	0,0	hypothetical protein
JEDLFLNC_02336	contig-11000001	4278	5255	-	S_Typhimurium_ST313_AGEnt_accessory_0025_length_2550	532	1509	100.00	0,0	putative metabolite transport protein
JEDLFLNC_02337	contig-11000001	5309	6296	-	S_Typhimurium_ST313_AGEnt_accessory_0025_length_2550	1563	2550	96.86	0,32	starvation sensing protein RspB
JEDLFLNC_02344	contig-11000001	10540	10783	+	S_Typhimurium_ST313_AGEnt_accessory_0026_length_244	1	244	10.00	129,2066	putative dimethyl sulfoxide reductase subunit
JEDLFLNC_02344	contig-11000001	12364	12849	+	S_Typhimurium_ST313_AGEnt_accessory_0027_length_2555	1	486	19.93	1953,0	putative dimethyl sulfoxide reductase subunit
JEDLFLNC_02345	contig-11000001	13206	14468	-	S_Typhimurium_ST313_AGEnt_accessory_0027_length_2555	843	2105	100.00	0,0	hypothetical protein
JEDLFLNC_00963	contig-112000000	21	812	+	S_Typhimurium_ST313_AGEnt_accessory_0030_length_5732	21	812	100.00	0,0	rhamnulose-1-phosphate aldolase (ec 4.1.2.19)
JEDLFLNC_00964	contig-112000000	939	2087	+	S_Typhimurium_ST313_AGEnt_accessory_0030_length_5732	939	2087	100.00	0,0	alcohol dehydrogenase
JEDLFLNC_00965	contig-112000000	2084	2398	+	S_Typhimurium_ST313_AGEnt_accessory_0030_length_5732	2084	2398	100.00	0,0	hypothetical protein
JEDLFLNC_00966	contig-112000000	2487	3035	-	S_Typhimurium_ST313_AGEnt_accessory_0030_length_5732	2487	3035	100.00	0,0	putative DNA-binding protein
JEDLFLNC_00967	contig-112000000	3136	3795	+	S_Typhimurium_ST313_AGEnt_accessory_0030_length_5732	3136	3795	100.00	0,0	putative exported protein
JEDLFLNC_00968	contig-112000000	3795	4118	+	S_Typhimurium_ST313_AGEnt_accessory_0030_length_5732	3795	4118	100.00	0,0	putative exported protein
JEDLFLNC_00969	contig-112000000	4473	5573	-	S_Typhimurium_ST313_AGEnt_accessory_0030_length_5732	4473	5573	100.00	0,0	putative lipoprotein
JEDLFLNC_03131	contig-112000001	372	1091	+	S_Typhimurium_ST313_AGEnt_accessory_0031_length_843	67	786	100.00	0,0	putative arginine-binding periplasmic protein
JEDLFLNC_03138	contig-113000001	781	1029	+	S_Typhimurium_ST313_AGEnt_accessory_0032_length_3743	781	1029	100.00	0,0	hypothetical protein
JEDLFLNC_03139	contig-113000001	1451	2269	+	S_Typhimurium_ST313_AGEnt_accessory_0032_length_3743	1451	2269	100.00	0,0	putative shikimate 5-dehydrogenase
JEDLFLNC_03140	contig-113000001	2318	3691	+	S_Typhimurium_ST313_AGEnt_accessory_0032_length_3743	2318	3691	100.00	0,0	putative PTS system permease
JEDLFLNC_03141	contig-113000001	3688	3743	-	S_Typhimurium_ST313_AGEnt_accessory_0032_length_3743	3688	3743	54.90	0,46	hypothetical protein
JEDLFLNC_00974	contig-114000000	106	354	+	S_Typhimurium_ST313_AGEnt_accessory_0033_length_1725	106	354	100.00	0,0	bacteriophage excisionase
JEDLFLNC_00975	contig-114000000	399	1691	+	S_Typhimurium_ST313_AGEnt_accessory_0033_length_1725	399	1691	100.00	0,0	bacteriophage integrase
JEDLFLNC_00977	contig-114000000	3166	4371	-	S_Typhimurium_ST313_AGEnt_accessory_0034_length_1373	78	1283	100.00	0,0	putative ion:amino acid symporter
JEDLFLNC_03144	contig-114000001	84	184	+	S_Typhimurium_ST313_AGEnt_accessory_0035_length_184	84	184	11.73	0,760	hypothetical protein
JEDLFLNC_03156	contig-116000001	215	955	+	S_Typhimurium_ST313_AGEnt_accessory_0038_length_4386	215	955	100.00	0,0	hypothetical protein
JEDLFLNC_03157	contig-116000001	1162	1722	+	S_Typhimurium_ST313_AGEnt_accessory_0038_length_4386	1162	1722	100.00	0,0	DNA-invertase hin
JEDLFLNC_03158	contig-116000001	1706	3370	+	S_Typhimurium_ST313_AGEnt_accessory_0038_length_4386	1706	3370	100.00	0,0	hypothetical protein
JEDLFLNC_03159	contig-116000001	3360	4328	+	S_Typhimurium_ST313_AGEnt_accessory_0038_length_4386	3360	4328	100.00	0,0	IS481 family transposase ISAzs36
JEDLFLNC_00988	contig-117000000	618	1536	+	S_Typhimurium_ST313_AGEnt_accessory_0039_length_919	1	919	65.46	200,285	flagellar hook associated protein (FliD)
JEDLFLNC_00991	contig-117000000	2683	4047	+	S_Typhimurium_ST313_AGEnt_accessory_0040_length_1368	4	1368	91.92	0,120	cytoplasmic alpha-amylase
JEDLFLNC_03162	contig-117000001	4496	4499	+	S_Typhimurium_ST313_AGEnt_accessory_0041_length_5648	1	4	0.17	2375,0	phosphoenolpyruvate synthase
JEDLFLNC_03163	contig-117000001	4541	6181	-	S_Typhimurium_ST313_AGEnt_accessory_0041_length_5648	46	1686	100.00	0,0	putative ligase/synthetase
JEDLFLNC_03164	contig-117000001	6271	6564	-	S_Typhimurium_ST313_AGEnt_accessory_0041_length_5648	1776	2069	100.00	0,0	ferredoxin-like protein
JEDLFLNC_03165	contig-117000001	6561	7847	-	S_Typhimurium_ST313_AGEnt_accessory_0041_length_5648	2066	3352	100.00	0,0	putative electron transfer flavoprotein-quinone oxidoreductase
JEDLFLNC_03166	contig-117000001	7904	8839	-	S_Typhimurium_ST313_AGEnt_accessory_0041_length_5648	3409	4344	100.00	0,0	putative electron transfer flavoprotein subunit
JEDLFLNC_03167	contig-117000001	8861	9625	-	S_Typhimurium_ST313_AGEnt_accessory_0041_length_5648	4366	5130	100.00	0,0	putative electron transfer flavoprotein subunit
JEDLFLNC_00992	contig-118000000	101	277	+	S_Typhimurium_ST313_AGEnt_accessory_0042_length_177	1	177	17.93	37,773	hypothetical protein
JEDLFLNC_03168	contig-118000001	188	1114	-	S_Typhimurium_ST313_AGEnt_accessory_0043_length_4480	93	1019	100.00	0,0	putative lysR-family transcriptional regulator
JEDLFLNC_03169	contig-118000001	1341	1823	+	S_Typhimurium_ST313_AGEnt_accessory_0043_length_4480	1246	1728	100.00	0,0	ureidoglycolate hydrolase
JEDLFLNC_03170	contig-118000001	1902	2720	+	S_Typhimurium_ST313_AGEnt_accessory_0043_length_4480	1807	2625	100.00	0,0	negative regulator of allantoin and glyoxylate utilization operons
JEDLFLNC_00997	contig-119000000	2984	3007	+	S_Typhimurium_ST313_AGEnt_accessory_0044_length_2341	1	24	3.00	777,0	hypothetical protein
JEDLFLNC_00998	contig-119000000	3124	3654	+	S_Typhimurium_ST313_AGEnt_accessory_0044_length_2341	141	671	100.00	0,0	cytochrome b561 (cytochrome b-561)
JEDLFLNC_00999	contig-119000000	3925	4587	-	S_Typhimurium_ST313_AGEnt_accessory_0044_length_2341	942	1604	100.00	0,0	putative methyltransferase
JEDLFLNC_01000	contig-119000000	4955	5050	+	S_Typhimurium_ST313_AGEnt_accessory_0044_length_2341	1972	2067	100.00	0,0	hypothetical protein
JEDLFLNC_03174	contig-119000001	2273	2311	+	S_Typhimurium_ST313_AGEnt_accessory_0045_length_309	271	309	4.13	0,906	putative membrane protein
JEDLFLNC_01001	contig-120000000	662	1813	-	S_Typhimurium_ST313_AGEnt_accessory_0046_length_4585	662	1813	100.00	0,0	UDP-galactopyranose mutase
JEDLFLNC_01002	contig-120000000	2099	2839	-	S_Typhimurium_ST313_AGEnt_accessory_0046_length_4585	2099	2839	100.00	0,0	putative transport protein
JEDLFLNC_01003	contig-120000000	2841	3062	-	S_Typhimurium_ST313_AGEnt_accessory_0046_length_4585	2841	3062	100.00	0,0	hypothetical protein
JEDLFLNC_01004	contig-120000000	3636	4202	-	S_Typhimurium_ST313_AGEnt_accessory_0046_length_4585	3636	4202	100.00	0,0	putative type 1 fimbriae regulatory protein
JEDLFLNC_02352	contig-12000001	7140	7154	+	S_Typhimurium_ST313_AGEnt_accessory_0049_length_5494	1	15	1.60	921,0	putative nucleoside hydrolase
JEDLFLNC_02353	contig-12000001	7186	8424	+	S_Typhimurium_ST313_AGEnt_accessory_0049_length_5494	47	1285	100.00	0,0	hypothetical protein
JEDLFLNC_02354	contig-12000001	8500	10179	+	S_Typhimurium_ST313_AGEnt_accessory_0049_length_5494	1361	3040	100.00	0,0	chaperone heat shock protein
JEDLFLNC_02355	contig-12000001	10201	11673	-	S_Typhimurium_ST313_AGEnt_accessory_0049_length_5494	3062	4534	100.00	0,0	hypothetical protein
JEDLFLNC_02356	contig-12000001	11670	12299	-	S_Typhimurium_ST313_AGEnt_accessory_0049_length_5494	4531	5160	100.00	0,0	hypothetical protein
JEDLFLNC_01006	contig-121000000	1539	1578	+	S_Typhimurium_ST313_AGEnt_accessory_0051_length_399	360	399	4.66	0,818	putative transcriptional regulator (MarT)
JEDLFLNC_03183	contig-121000001	401	1465	+	S_Typhimurium_ST313_AGEnt_accessory_0053_length_4052	167	1231	100.00	0,0	bacteriophage integrase
JEDLFLNC_03184	contig-121000001	1479	1646	+	S_Typhimurium_ST313_AGEnt_accessory_0053_length_4052	1245	1412	100.00	0,0	hypothetical protein
JEDLFLNC_03185	contig-121000001	1648	2286	+	S_Typhimurium_ST313_AGEnt_accessory_0053_length_4052	1414	2052	100.00	0,0	hypothetical protein
JEDLFLNC_03186	contig-121000001	2730	3869	+	S_Typhimurium_ST313_AGEnt_accessory_0053_length_4052	2496	3635	100.00	0,0	hypothetical protein
JEDLFLNC_01013	contig-122000000	3508	4167	-	S_Typhimurium_ST313_AGEnt_accessory_0054_length_718	27	686	100.00	0,0	putative lacI family transcriptional regulator regulator
JEDLFLNC_03189	contig-122000001	4417	4417	+	S_Typhimurium_ST313_AGEnt_accessory_0055_length_720	1	1	0.05	1976,0	Biosynthetic arginine decarboxylase
JEDLFLNC_03193	contig-124000001	66	1985	-	S_Typhimurium_ST313_AGEnt_accessory_0057_length_4141	66	1985	100.00	0,0	Myo-inositol metabolism
JEDLFLNC_03194	contig-124000001	3662	3997	-	S_Typhimurium_ST313_AGEnt_accessory_0057_length_4141	3662	3997	100.00	0,0	hypothetical protein
JEDLFLNC_01022	contig-125000000	526	1774	+	S_Typhimurium_ST313_AGEnt_accessory_0058_length_1774	526	1774	83.60	0,245	hypothetical protein
JEDLFLNC_01023	contig-125000000	2545	2587	+	S_Typhimurium_ST313_AGEnt_accessory_0059_length_60	1	43	8.14	485,0	hypothetical protein
JEDLFLNC_01024	contig-125000000	2584	2604	-	S_Typhimurium_ST313_AGEnt_accessory_0059_length_60	40	60	19.44	0,87	hypothetical protein
JEDLFLNC_01027	contig-126000000	36	2782	+	S_Typhimurium_ST313_AGEnt_accessory_0060_length_2782	36	2782	70.98	0,1123	putative surface-exposed virulence protein BigA
JEDLFLNC_01028	contig-127000000	802	856	+	S_Typhimurium_ST313_AGEnt_accessory_0062_length_391	1	55	7.45	683,0	putative ribosomal large subunit pseudouridine synthase B
JEDLFLNC_01029	contig-127000000	853	1182	+	S_Typhimurium_ST313_AGEnt_accessory_0062_length_391	52	381	100.00	0,0	putative secreted protein
JEDLFLNC_03204	contig-127000001	1854	2528	+	S_Typhimurium_ST313_AGEnt_accessory_0063_length_7155	248	922	100.00	0,0	hypothetical protein
JEDLFLNC_03205	contig-127000001	2525	2986	-	S_Typhimurium_ST313_AGEnt_accessory_0063_length_7155	919	1380	100.00	0,0	putative exported protein
JEDLFLNC_03206	contig-127000001	3191	4102	-	S_Typhimurium_ST313_AGEnt_accessory_0063_length_7155	1585	2496	100.00	0,0	hypothetical protein
JEDLFLNC_03207	contig-127000001	4378	5373	-	S_Typhimurium_ST313_AGEnt_accessory_0063_length_7155	2772	3767	100.00	0,0	hypothetical protein
JEDLFLNC_03208	contig-127000001	5625	6233	-	S_Typhimurium_ST313_AGEnt_accessory_0063_length_7155	4019	4627	100.00	0,0	hypothetical protein
JEDLFLNC_03209	contig-127000001	6287	6583	+	S_Typhimurium_ST313_AGEnt_accessory_0063_length_7155	4681	4977	100.00	0,0	hypothetical protein
JEDLFLNC_03210	contig-127000001	6722	6979	+	S_Typhimurium_ST313_AGEnt_accessory_0063_length_7155	5116	5373	100.00	0,0	hypothetical protein
JEDLFLNC_03211	contig-127000001	6990	8615	+	S_Typhimurium_ST313_AGEnt_accessory_0063_length_7155	5384	7009	100.00	0,0	hypothetical protein
JEDLFLNC_01034	contig-128000000	293	469	+	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	293	469	100.00	0,0	hypothetical protein
JEDLFLNC_01035	contig-128000000	462	1067	+	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	462	1067	100.00	0,0	putative bacteriophage protein
JEDLFLNC_01036	contig-128000000	1064	1288	+	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	1064	1288	100.00	0,0	hypothetical protein
JEDLFLNC_01037	contig-128000000	1285	1488	+	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	1285	1488	100.00	0,0	hypothetical protein
JEDLFLNC_01038	contig-128000000	1469	1648	+	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	1469	1648	100.00	0,0	hypothetical protein
JEDLFLNC_01039	contig-128000000	1645	2418	+	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	1645	2418	100.00	0,0	antitermination Protein q
JEDLFLNC_01040	contig-128000000	2849	3052	+	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	2849	3052	100.00	0,0	hypothetical protein
JEDLFLNC_01041	contig-128000000	3024	3527	+	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	3024	3527	100.00	0,0	Lysozyme RrrD
JEDLFLNC_01042	contig-128000000	3524	3991	+	S_Typhimurium_ST313_AGEnt_accessory_0064_length_4045	3524	3991	100.00	0,0	putative bacteriophage protein
JEDLFLNC_03212	contig-128000001	42	284	+	S_Typhimurium_ST313_AGEnt_accessory_0065_length_560	42	284	100.00	0,0	antitoxin protein
JEDLFLNC_03213	contig-128000001	274	558	+	S_Typhimurium_ST313_AGEnt_accessory_0065_length_560	274	558	100.00	0,0	toxin
JEDLFLNC_03214	contig-128000001	1015	1026	-	S_Typhimurium_ST313_AGEnt_accessory_0066_length_119	1	12	2.58	453,0	anaerobic ribonucleoside-triphosphate reductase activating protein
JEDLFLNC_03218	contig-129000001	243	1067	-	S_Typhimurium_ST313_AGEnt_accessory_0067_length_5285	243	1067	100.00	0,0	putative exported protein
JEDLFLNC_03219	contig-129000001	1094	3076	-	S_Typhimurium_ST313_AGEnt_accessory_0067_length_5285	1094	3076	100.00	0,0	invasin-like protein
JEDLFLNC_03220	contig-129000001	3151	3996	-	S_Typhimurium_ST313_AGEnt_accessory_0067_length_5285	3151	3996	100.00	0,0	putative lipoprotein
JEDLFLNC_03221	contig-129000001	4405	5148	+	S_Typhimurium_ST313_AGEnt_accessory_0067_length_5285	4405	5148	100.00	0,0	right origin-binding protein
JEDLFLNC_00199	contig-13000000	1247	1927	+	S_Typhimurium_ST313_AGEnt_accessory_0068_length_5053	1247	1927	100.00	0,0	hypothetical protein
JEDLFLNC_00200	contig-13000000	2264	3760	+	S_Typhimurium_ST313_AGEnt_accessory_0068_length_5053	2264	3760	100.00	0,0	putative sodium/glucose cotransporter
JEDLFLNC_00201	contig-13000000	4045	4926	+	S_Typhimurium_ST313_AGEnt_accessory_0068_length_5053	4045	4926	100.00	0,0	putative transcriptional regulator
JEDLFLNC_00202	contig-13000000	5032	5053	-	S_Typhimurium_ST313_AGEnt_accessory_0068_length_5053	5032	5053	2.79	0,767	PhoH protein (phosphate starvation-inducible protein PsiH)
JEDLFLNC_01048	contig-130000000	567	1055	-	S_Typhimurium_ST313_AGEnt_accessory_0070_length_6163	567	1055	100.00	0,0	hypothetical protein
JEDLFLNC_01049	contig-130000000	1314	2429	+	S_Typhimurium_ST313_AGEnt_accessory_0070_length_6163	1314	2429	100.00	0,0	hypothetical protein
JEDLFLNC_01050	contig-130000000	2422	2931	+	S_Typhimurium_ST313_AGEnt_accessory_0070_length_6163	2422	2931	100.00	0,0	hypothetical protein
JEDLFLNC_01051	contig-130000000	3115	3450	+	S_Typhimurium_ST313_AGEnt_accessory_0070_length_6163	3115	3450	100.00	0,0	hypothetical protein
JEDLFLNC_01052	contig-130000000	3507	4073	+	S_Typhimurium_ST313_AGEnt_accessory_0070_length_6163	3507	4073	100.00	0,0	hypothetical protein
JEDLFLNC_01053	contig-130000000	4105	5046	-	S_Typhimurium_ST313_AGEnt_accessory_0070_length_6163	4105	5046	100.00	0,0	hypothetical protein
JEDLFLNC_01054	contig-130000000	5187	5327	+	S_Typhimurium_ST313_AGEnt_accessory_0070_length_6163	5187	5327	100.00	0,0	hypothetical protein
