locus_id	gen_contig_id	gen_contig_start	gen_contig_stop	strand	out_seq_id	out_seq_start	out_seq_stop	pct_locus	source_gen	overhangs	product
SeAg_B0048	CP001138	52277	52540	-	backbone_0004_length_6538	62	325	100.00	S_Agona_SL483	0,0	ribosomal protein S20
SeAg_B0049	CP001138	52715	52861	+	backbone_0004_length_6538	500	646	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0050	CP001138	52869	53807	+	backbone_0004_length_6538	654	1592	100.00	S_Agona_SL483	0,0	riboflavin biosynthesis protein RibF
SeAg_B0051	CP001138	53816	56686	+	backbone_0004_length_6538	1601	4471	100.00	S_Agona_SL483	0,0	isoleucyl-tRNA synthetase
SeAg_B0052	CP001138	56686	57186	+	backbone_0004_length_6538	4471	4971	100.00	S_Agona_SL483	0,0	signal peptidase II
SeAg_B0053	CP001138	57200	57331	+	backbone_0004_length_6538	4985	5116	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0054	CP001138	57341	57790	+	backbone_0004_length_6538	5126	5575	100.00	S_Agona_SL483	0,0	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
SeAg_B0055	CP001138	57793	58743	+	backbone_0004_length_6538	5578	6528	100.00	S_Agona_SL483	0,0	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
SeAg_B0073	CP001138	75692	76840	+	backbone_0005_length_18160	167	1315	100.00	S_Agona_SL483	0,0	carbamoyl-phosphate synthase, small subunit
SeAg_B0074	CP001138	76859	80086	+	backbone_0005_length_18160	1334	4561	100.00	S_Agona_SL483	0,0	carbamoyl-phosphate synthase, large subunit
SeAg_B0076	CP001138	80832	81428	-	backbone_0005_length_18160	5307	5903	100.00	S_Agona_SL483	0,0	carnitine operon protein CaiE
SeAg_B0077	CP001138	81538	82323	-	backbone_0005_length_18160	6013	6798	100.00	S_Agona_SL483	0,0	carnitinyl-CoA dehydratase
SeAg_B0078	CP001138	82377	83930	-	backbone_0005_length_18160	6852	8405	100.00	S_Agona_SL483	0,0	probable crotonobetaine/carnitine-CoA ligase
SeAg_B0079	CP001138	83993	85213	-	backbone_0005_length_18160	8468	9688	100.00	S_Agona_SL483	0,0	crotonobetainyl-CoA:carnitine CoA-transferase
SeAg_B0080	CP001138	85322	86464	-	backbone_0005_length_18160	9797	10939	100.00	S_Agona_SL483	0,0	crotonobetainyl-CoA dehydrogenase
SeAg_B0081	CP001138	86499	88016	-	backbone_0005_length_18160	10974	12491	100.00	S_Agona_SL483	0,0	L-carnitine/gamma-butyrobetaine antiporter
SeAg_B0082	CP001138	88158	88274	+	backbone_0005_length_18160	12633	12749	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0083	CP001138	88244	88429	+	backbone_0005_length_18160	12719	12904	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0084	CP001138	88497	89267	+	backbone_0005_length_18160	12972	13742	100.00	S_Agona_SL483	0,0	protein FixA
SeAg_B0085	CP001138	89283	90224	+	backbone_0005_length_18160	13758	14699	100.00	S_Agona_SL483	0,0	electron transfer flavoprotein, alpha subunit
SeAg_B0086	CP001138	90274	91560	+	backbone_0005_length_18160	14749	16035	100.00	S_Agona_SL483	0,0	protein FixC
SeAg_B0087	CP001138	91557	91844	+	backbone_0005_length_18160	16032	16319	100.00	S_Agona_SL483	0,0	ferredoxin-like protein ydiT
SeAg_B0088	CP001138	91925	93331	+	backbone_0005_length_18160	16400	17806	100.00	S_Agona_SL483	0,0	putative metabolite transport protein YaaU
SeAg_B0089	CP001138	93420	93650	+	backbone_0005_length_18160	17895	18125	100.00	S_Agona_SL483	0,0	conserved domain protein
SeAg_B0093	CP001138	97649	97658	+	backbone_0006_length_25	1	10	0.53	S_Agona_SL483	1880,0	sulfatase
SeAg_B0094	CP001138	98212	98742	+	backbone_0007_length_17370	104	634	100.00	S_Agona_SL483	0,0	glutathione-regulated potassium-efflux system ancillary protein kefF
SeAg_B0095	CP001138	98735	100597	+	backbone_0007_length_17370	627	2489	100.00	S_Agona_SL483	0,0	glutathione-regulated potassium-efflux system protein KefC
SeAg_B0096	CP001138	100796	101275	+	backbone_0007_length_17370	2688	3167	100.00	S_Agona_SL483	0,0	dihydrofolate reductase
SeAg_B0097	CP001138	101381	102229	-	backbone_0007_length_17370	3273	4121	100.00	S_Agona_SL483	0,0	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
SeAg_B0098	CP001138	102240	102617	-	backbone_0007_length_17370	4132	4509	100.00	S_Agona_SL483	0,0	protein ApaG
SeAg_B0099	CP001138	102620	103441	-	backbone_0007_length_17370	4512	5333	100.00	S_Agona_SL483	0,0	dimethyladenosine transferase
SeAg_B0100	CP001138	103438	104427	-	backbone_0007_length_17370	5330	6319	100.00	S_Agona_SL483	0,0	4-hydroxythreonine-4-phosphate dehydrogenase
SeAg_B0101	CP001138	104427	105713	-	backbone_0007_length_17370	6319	7605	100.00	S_Agona_SL483	0,0	chaperone/peptidyl-prolyl cis-trans isomerase SurA
SeAg_B0102	CP001138	105767	108127	-	backbone_0007_length_17370	7659	10019	100.00	S_Agona_SL483	0,0	LPS-assembly protein
SeAg_B0103	CP001138	108137	108298	-	backbone_0007_length_17370	10029	10190	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0104	CP001138	108381	109193	+	backbone_0007_length_17370	10273	11085	100.00	S_Agona_SL483	0,0	DnaJ domain protein
SeAg_B0105	CP001138	109288	109947	-	backbone_0007_length_17370	11180	11839	100.00	S_Agona_SL483	0,0	pseudouridine synthase, RluA family
SeAg_B0106	CP001138	109959	112865	-	backbone_0007_length_17370	11851	14757	100.00	S_Agona_SL483	0,0	RNA polymerase associated protein RapA
SeAg_B0108	CP001138	115435	115478	-	backbone_0007_length_17370	17327	17370	19.05	S_Agona_SL483	0,187	putative secreted protein
SeAg_B0110	CP001138	117956	117966	-	backbone_0008_length_6837	1	11	2.21	S_Agona_SL483	487,0	conserved hypothetical protein
SeAg_B0111	CP001138	118391	118810	+	backbone_0008_length_6837	436	855	100.00	S_Agona_SL483	0,0	putative cytoplasmic protein
SeAg_B0112	CP001138	118816	119511	-	backbone_0008_length_6837	861	1556	100.00	S_Agona_SL483	0,0	L-ribulose-5-phosphate 4-epimerase
SeAg_B0113	CP001138	119652	121154	-	backbone_0008_length_6837	1697	3199	100.00	S_Agona_SL483	0,0	L-arabinose isomerase
SeAg_B0114	CP001138	121165	122874	-	backbone_0008_length_6837	3210	4919	100.00	S_Agona_SL483	0,0	L-ribulokinase
SeAg_B0115	CP001138	123215	124060	+	backbone_0008_length_6837	5260	6105	100.00	S_Agona_SL483	0,0	arabinose operon regulatory protein
SeAg_B0116	CP001138	124179	124792	+	backbone_0008_length_6837	6224	6837	79.95	S_Agona_SL483	0,154	inner membrane protein YabI
SeAg_B0117	CP001138	125017	125692	-	backbone_0009_length_5381	1	676	95.48	S_Agona_SL483	32,0	thiamine ABC transporter, ATP-binding protein
SeAg_B0118	CP001138	125676	127286	-	backbone_0009_length_5381	660	2270	100.00	S_Agona_SL483	0,0	thiamine/thiamine pyrophosphate ABC transporter, permease protein
SeAg_B0119	CP001138	127262	128245	-	backbone_0009_length_5381	2246	3229	100.00	S_Agona_SL483	0,0	thiamin/thiamin pyrophosphate ABC transporter, periplasmic thiamin/thiamin pyrophospate-binding protein
SeAg_B0121	CP001138	128290	128409	-	backbone_0009_length_5381	3274	3393	100.00	S_Agona_SL483	0,0	putative lipoprotein
SeAg_B0122	CP001138	128423	130081	-	backbone_0009_length_5381	3407	5065	100.00	S_Agona_SL483	0,0	sugar transport-related sRNA regulator SgrR
SeAg_B0126	CP001138	130659	131237	-	backbone_0010_length_33021	1	579	95.54	S_Agona_SL483	27,0	3-isopropylmalate dehydratase, small subunit
SeAg_B0127	CP001138	131248	132648	-	backbone_0010_length_33021	590	1990	100.00	S_Agona_SL483	0,0	3-isopropylmalate dehydratase, large subunit
SeAg_B0128	CP001138	132651	133742	-	backbone_0010_length_33021	1993	3084	100.00	S_Agona_SL483	0,0	3-isopropylmalate dehydrogenase
SeAg_B0129	CP001138	133742	135313	-	backbone_0010_length_33021	3084	4655	100.00	S_Agona_SL483	0,0	2-isopropylmalate synthase
SeAg_B0131	CP001138	136063	137088	+	backbone_0010_length_33021	5405	6430	100.00	S_Agona_SL483	0,0	probable HTH-type transcriptional regulator LeuO
SeAg_B0132	CP001138	137380	139134	+	backbone_0010_length_33021	6722	8476	100.00	S_Agona_SL483	0,0	acetolactate synthase, large subunit, biosynthetic type
SeAg_B0133	CP001138	139134	139628	+	backbone_0010_length_33021	8476	8970	100.00	S_Agona_SL483	0,0	acetolactate synthase, small subunit, isozyme III
SeAg_B0134	CP001138	139618	139740	-	backbone_0010_length_33021	8960	9082	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0135	CP001138	139912	140916	+	backbone_0010_length_33021	9254	10258	100.00	S_Agona_SL483	0,0	fructose repressor
SeAg_B0136	CP001138	141522	141980	+	backbone_0010_length_33021	10864	11322	100.00	S_Agona_SL483	0,0	mraZ protein
SeAg_B0137	CP001138	141982	142923	+	backbone_0010_length_33021	11324	12265	100.00	S_Agona_SL483	0,0	S-adenosyl-methyltransferase MraW
SeAg_B0138	CP001138	142920	143285	+	backbone_0010_length_33021	12262	12627	100.00	S_Agona_SL483	0,0	cell division protein FtsL
SeAg_B0139	CP001138	143301	145067	+	backbone_0010_length_33021	12643	14409	100.00	S_Agona_SL483	0,0	peptidoglycan synthetase FtsI
SeAg_B0140	CP001138	145054	146541	+	backbone_0010_length_33021	14396	15883	100.00	S_Agona_SL483	0,0	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase
SeAg_B0141	CP001138	146538	147896	+	backbone_0010_length_33021	15880	17238	100.00	S_Agona_SL483	0,0	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
SeAg_B0142	CP001138	147890	148972	+	backbone_0010_length_33021	17232	18314	100.00	S_Agona_SL483	0,0	phospho-N-acetylmuramoyl-pentapeptide- transferase
SeAg_B0143	CP001138	148975	150291	+	backbone_0010_length_33021	18317	19633	100.00	S_Agona_SL483	0,0	UDP-N-acetylmuramoylalanine--D-glutamate ligase
SeAg_B0144	CP001138	150291	151535	+	backbone_0010_length_33021	19633	20877	100.00	S_Agona_SL483	0,0	cell division protein FtsW
SeAg_B0145	CP001138	151532	152599	+	backbone_0010_length_33021	20874	21941	100.00	S_Agona_SL483	0,0	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
SeAg_B0146	CP001138	152718	154193	+	backbone_0010_length_33021	22060	23535	100.00	S_Agona_SL483	0,0	UDP-N-acetylmuramate--alanine ligase
SeAg_B0147	CP001138	154186	155106	+	backbone_0010_length_33021	23528	24448	100.00	S_Agona_SL483	0,0	D-alanine--D-alanine ligase B
SeAg_B0148	CP001138	155108	155938	+	backbone_0010_length_33021	24450	25280	100.00	S_Agona_SL483	0,0	cell division protein FtsQ
SeAg_B0149	CP001138	155935	157197	+	backbone_0010_length_33021	25277	26539	100.00	S_Agona_SL483	0,0	cell division protein FtsA
SeAg_B0150	CP001138	157258	158409	+	backbone_0010_length_33021	26600	27751	100.00	S_Agona_SL483	0,0	cell division protein FtsZ
SeAg_B0151	CP001138	158510	159427	+	backbone_0010_length_33021	27852	28769	100.00	S_Agona_SL483	0,0	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
SeAg_B0153	CP001138	160265	162970	+	backbone_0010_length_33021	29607	32312	100.00	S_Agona_SL483	0,0	preprotein translocase, SecA subunit
SeAg_B0154	CP001138	163122	163517	+	backbone_0010_length_33021	32464	32859	100.00	S_Agona_SL483	0,0	mutator MutT protein
SeAg_B0155	CP001138	163551	163679	-	backbone_0010_length_33021	32893	33021	13.03	S_Agona_SL483	0,861	aldo-keto reductase yakc (NADP+)
SeAg_B0156	CP001138	165453	165567	+	backbone_0011_length_12833	1	115	12.45	S_Agona_SL483	809,0	transcriptional regulator, LysR family
SeAg_B0157	CP001138	165564	165755	-	backbone_0011_length_12833	112	303	100.00	S_Agona_SL483	0,0	zinc-binding protein YacG
SeAg_B0158	CP001138	165765	166508	-	backbone_0011_length_12833	313	1056	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0160	CP001138	166508	167128	-	backbone_0011_length_12833	1056	1676	100.00	S_Agona_SL483	0,0	dephospho-CoA kinase
SeAg_B0161	CP001138	167354	168397	+	backbone_0011_length_12833	1902	2945	100.00	S_Agona_SL483	0,0	guanosine monophosphate reductase
SeAg_B0162	CP001138	168428	169630	-	backbone_0011_length_12833	2976	4178	100.00	S_Agona_SL483	0,0	protein transport protein HofC
SeAg_B0163	CP001138	169620	171005	-	backbone_0011_length_12833	4168	5553	100.00	S_Agona_SL483	0,0	protein transport protein HofB
SeAg_B0164	CP001138	171015	171452	-	backbone_0011_length_12833	5563	6000	100.00	S_Agona_SL483	0,0	prepilin peptidase dependent protein D
SeAg_B0165	CP001138	171674	172609	-	backbone_0011_length_12833	6222	7157	100.00	S_Agona_SL483	0,0	nicotinate-nucleotide diphosphorylase
SeAg_B0166	CP001138	172655	173218	+	backbone_0011_length_12833	7203	7766	100.00	S_Agona_SL483	0,0	N-acetyl-anhydromuramyl-L-alanine amidase
SeAg_B0167	CP001138	173215	174069	+	backbone_0011_length_12833	7763	8617	100.00	S_Agona_SL483	0,0	AmpE protein
SeAg_B0168	CP001138	174161	175111	-	backbone_0011_length_12833	8709	9659	100.00	S_Agona_SL483	0,0	alpha-N-arabinofuranosidase 2
SeAg_B0170	CP001138	175111	176517	-	backbone_0011_length_12833	9659	11065	100.00	S_Agona_SL483	0,0	Na+/galactoside symporter
SeAg_B0169	CP001138	176471	176596	+	backbone_0011_length_12833	11019	11144	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0171	CP001138	176681	178051	-	backbone_0011_length_12833	11229	12599	100.00	S_Agona_SL483	0,0	aromatic amino acid transport protein AroP
SeAg_B0172	CP001138	178260	178285	+	backbone_0011_length_12833	12808	12833	21.14	S_Agona_SL483	0,97	hypothetical protein
SeAg_B0172	CP001138	178363	178382	+	backbone_0012_length_4032	1	20	16.26	S_Agona_SL483	103,0	hypothetical protein
SeAg_B0173	CP001138	178617	179381	+	backbone_0012_length_4032	255	1019	100.00	S_Agona_SL483	0,0	transcriptional regulator, GntR family
SeAg_B0174	CP001138	179541	182204	+	backbone_0012_length_4032	1179	3842	100.00	S_Agona_SL483	0,0	pyruvate dehydrogenase (acetyl-transferring), homodimeric type
SeAg_B0175	CP001138	182219	182394	+	backbone_0012_length_4032	3857	4032	9.31	S_Agona_SL483	0,1714	dihydrolipoyllysine-residue acetyltransferase
SeAg_B0175	CP001138	182546	184108	+	backbone_0013_length_3206	1	1563	82.70	S_Agona_SL483	327,0	dihydrolipoyllysine-residue acetyltransferase
SeAg_B0176	CP001138	184306	185733	+	backbone_0013_length_3206	1761	3188	100.00	S_Agona_SL483	0,0	dihydrolipoamide dehydrogenase
SeAg_B0177	CP001138	185922	185939	+	backbone_0014_length_1421	1	18	15.00	S_Agona_SL483	102,0	hypothetical protein
SeAg_B0178	CP001138	186022	186306	+	backbone_0014_length_1421	101	385	100.00	S_Agona_SL483	0,0	probable secreted protein
SeAg_B0179	CP001138	186344	187135	-	backbone_0014_length_1421	423	1214	100.00	S_Agona_SL483	0,0	probable secreted protein
SeAg_B0180	CP001138	187148	187342	-	backbone_0014_length_1421	1227	1421	12.01	S_Agona_SL483	0,1428	conserved hypothetical protein
SeAg_B0180	CP001138	187497	188770	-	backbone_0015_length_4260	1	1274	78.50	S_Agona_SL483	349,0	conserved hypothetical protein
SeAg_B0181	CP001138	189159	191756	+	backbone_0015_length_4260	1663	4260	100.00	S_Agona_SL483	0,0	aconitate hydratase 2
SeAg_B0196	CP001138	202302	202674	+	backbone_0016_length_2171	1	373	48.57	S_Agona_SL483	395,0	DeoR-family transcriptional regulator
SeAg_B0197	CP001138	202704	203498	-	backbone_0016_length_2171	403	1197	100.00	S_Agona_SL483	0,0	S-adenosylmethionine decarboxylase proenzyme
SeAg_B0198	CP001138	203519	204379	-	backbone_0016_length_2171	1218	2078	100.00	S_Agona_SL483	0,0	spermidine synthase
SeAg_B0199	CP001138	204486	204812	-	backbone_0017_length_5424	9	335	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0200	CP001138	205035	206645	+	backbone_0017_length_5424	558	2168	100.00	S_Agona_SL483	0,0	blue copper oxidase CueO
SeAg_B0201	CP001138	206723	208966	-	backbone_0017_length_5424	2246	4489	100.00	S_Agona_SL483	0,0	quinoprotein glucose dehydrogenase
SeAg_B0202	CP001138	209319	209855	+	backbone_0017_length_5424	4842	5378	100.00	S_Agona_SL483	0,0	hypoxanthine phosphoribosyltransferase
SeAg_B0203	CP001138	209913	210575	-	backbone_0018_length_2462	5	667	100.00	S_Agona_SL483	0,0	carbonate dehydratase
SeAg_B0204	CP001138	210684	211610	+	backbone_0018_length_2462	776	1702	100.00	S_Agona_SL483	0,0	ABC transporter, ATP-binding protein
SeAg_B0205	CP001138	211607	212370	+	backbone_0018_length_2462	1699	2462	99.09	S_Agona_SL483	0,7	ABC transporter, permease protein
SeAg_B0213	CP001138	218345	219502	+	backbone_0019_length_1158	1	1158	94.61	S_Agona_SL483	59,7	polysaccharide deacetylase
SeAg_B0214	CP001138	219516	219896	-	backbone_0020_length_396	2	382	100.00	S_Agona_SL483	0,0	aspartate 1-decarboxylase
SeAg_B0217	CP001138	221962	222362	-	backbone_0021_length_10477	1	401	83.54	S_Agona_SL483	79,0	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
SeAg_B0218	CP001138	222359	223723	-	backbone_0021_length_10477	398	1762	100.00	S_Agona_SL483	0,0	poly(A) polymerase (PAP) (Plasmid copy number protein)
SeAg_B0219	CP001138	223918	224859	-	backbone_0021_length_10477	1957	2898	100.00	S_Agona_SL483	0,0	glutamyl-Q tRNA
SeAg_B0220	CP001138	224883	225338	-	backbone_0021_length_10477	2922	3377	100.00	S_Agona_SL483	0,0	RNA polymerase-binding protein DksA
SeAg_B0221	CP001138	225515	226219	-	backbone_0021_length_10477	3554	4258	100.00	S_Agona_SL483	0,0	sugar fermentation stimulation protein
SeAg_B0222	CP001138	226236	226766	-	backbone_0021_length_10477	4275	4805	100.00	S_Agona_SL483	0,0	2'-5' RNA ligase
SeAg_B0223	CP001138	226794	229268	+	backbone_0021_length_10477	4833	7307	100.00	S_Agona_SL483	0,0	ATP-dependent helicase HrpB
SeAg_B0224	CP001138	229270	229422	+	backbone_0021_length_10477	7309	7461	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0225	CP001138	229409	231931	+	backbone_0021_length_10477	7448	9970	100.00	S_Agona_SL483	0,0	penicillin-binding protein 1B
SeAg_B0226	CP001138	232070	232210	-	backbone_0021_length_10477	10109	10249	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0227	CP001138	232224	232438	+	backbone_0021_length_10477	10263	10477	9.58	S_Agona_SL483	0,2029	ferrichrome-iron receptor
SeAg_B0227	CP001138	234333	234467	+	backbone_0022_length_1874	1	135	6.02	S_Agona_SL483	2109,0	ferrichrome-iron receptor
SeAg_B0228	CP001138	234516	235313	+	backbone_0022_length_1874	184	981	100.00	S_Agona_SL483	0,0	ferrichrome ABC transporter, ATP-binding protein
SeAg_B0229	CP001138	235313	236203	+	backbone_0022_length_1874	981	1871	100.00	S_Agona_SL483	0,0	ferrichrome-binding periplasmic protein
SeAg_B0230	CP001138	236200	236206	+	backbone_0022_length_1874	1868	1874	0.34	S_Agona_SL483	0,2051	ferrichrome transport system permease protein FhuB
SeAg_B0230	CP001138	236424	238250	+	backbone_0023_length_1827	1	1827	88.78	S_Agona_SL483	224,7	ferrichrome transport system permease protein FhuB
SeAg_B0239	CP001138	245754	247026	-	backbone_0024_length_3291	1	1273	99.38	S_Agona_SL483	8,0	glutamate-1-semialdehyde-2,1-aminomutase
SeAg_B0241	CP001138	247196	248617	+	backbone_0024_length_3291	1443	2864	100.00	S_Agona_SL483	0,0	H(+)/Cl(-) exchange transporter ClcA (ClC-ec1)
SeAg_B0242	CP001138	248699	249043	+	backbone_0024_length_3291	2946	3290	100.00	S_Agona_SL483	0,0	iron-sulfur cluster assembly accessory protein YadR
SeAg_B0244	CP001138	250368	250978	-	backbone_0025_length_6608	1	611	97.92	S_Agona_SL483	13,0	inner membrane protein YadS
SeAg_B0245	CP001138	251015	251815	-	backbone_0025_length_6608	648	1448	100.00	S_Agona_SL483	0,0	cobalamin periplasmic binding protein
SeAg_B0246	CP001138	251808	252506	-	backbone_0025_length_6608	1441	2139	100.00	S_Agona_SL483	0,0	MTA/SAH nucleosidase
SeAg_B0247	CP001138	252549	254108	+	backbone_0025_length_6608	2182	3741	100.00	S_Agona_SL483	0,0	deoxyguanosinetriphosphate triphosphohydrolase
SeAg_B0248	CP001138	254229	255665	+	backbone_0025_length_6608	3862	5298	100.00	S_Agona_SL483	0,0	protease Do
SeAg_B0249	CP001138	255818	256975	+	backbone_0025_length_6608	5451	6608	100.00	S_Agona_SL483	0,0	carbohydrate diacid regulator
SeAg_B0250	CP001138	257064	257450	-	backbone_0026_length_5552	1	387	100.00	S_Agona_SL483	0,0	protein YaeH
SeAg_B0251	CP001138	257697	258998	+	backbone_0026_length_5552	634	1935	100.00	S_Agona_SL483	0,0	shikimate transporter
SeAg_B0252	CP001138	259034	259858	-	backbone_0026_length_5552	1971	2795	100.00	S_Agona_SL483	0,0	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
SeAg_B0253	CP001138	259888	262560	-	backbone_0026_length_5552	2825	5497	100.00	S_Agona_SL483	0,0	protein-P-II uridylyltransferase
SeAg_B0254	CP001138	262798	263592	-	backbone_0027_length_909	49	843	100.00	S_Agona_SL483	0,0	methionine aminopeptidase, type I
SeAg_B0256	CP001138	264043	264768	+	backbone_0028_length_25813	217	942	100.00	S_Agona_SL483	0,0	ribosomal protein S2
SeAg_B0257	CP001138	265026	265877	+	backbone_0028_length_25813	1200	2051	100.00	S_Agona_SL483	0,0	translation elongation factor Ts
SeAg_B0258	CP001138	266022	266747	+	backbone_0028_length_25813	2196	2921	100.00	S_Agona_SL483	0,0	UMP kinase
SeAg_B0259	CP001138	266894	267451	+	backbone_0028_length_25813	3068	3625	100.00	S_Agona_SL483	0,0	ribosome releasing factor
SeAg_B0260	CP001138	267506	268789	+	backbone_0028_length_25813	3680	4963	100.00	S_Agona_SL483	0,0	1-deoxy-D-xylulose 5-phosphate reductoisomerase
SeAg_B0261	CP001138	269102	269860	+	backbone_0028_length_25813	5276	6034	100.00	S_Agona_SL483	0,0	di-trans,poly-cis-decaprenylcistransferase
SeAg_B0262	CP001138	269873	270730	+	backbone_0028_length_25813	6047	6904	100.00	S_Agona_SL483	0,0	phosphatidate cytidylyltransferase
SeAg_B0263	CP001138	270742	272094	+	backbone_0028_length_25813	6916	8268	100.00	S_Agona_SL483	0,0	RIP metalloprotease RseP
